date,searches
2019-04-04,23
2019-04-05,25
2019-04-06,20
2019-04-07,25
2019-04-08,18
2019-04-09,17
2019-04-10,19
2019-04-11,24
2019-04-12,12
2019-04-13,36
2019-04-14,27
2019-04-15,24
2019-04-16,30
2019-04-17,23
2019-04-18,17
2019-04-19,25
2019-04-20,31
2019-04-21,31
2019-04-22,30
2019-04-23,31
2019-04-24,47
2019-04-25,25
2019-04-26,23
2019-04-27,25
2019-04-28,26
2019-04-29,18
2019-04-30,17
2019-05-01,23
2019-05-02,29
2019-05-03,15
2019-05-04,24
2019-05-05,30
2019-05-06,19
2019-05-07,23
2019-05-08,34
2019-05-09,30
2019-05-10,24
2019-05-11,32
2019-05-12,31
2019-05-13,26
2019-05-14,30
2019-05-15,26
2019-05-16,46
2019-05-17,93
2019-05-18,100
2019-05-19,69
2019-05-20,48
2019-05-21,41
2019-05-22,42
2019-05-23,38
2019-05-24,38
2019-05-25,25
2019-05-26,42
2019-05-27,36
2019-05-28,28
2019-05-29,25
2019-05-30,23
2019-05-31,45
2019-06-01,39
2019-06-02,40
2019-06-03,33
2019-06-04,33
2019-06-05,27
2019-06-06,24
2019-06-07,38
2019-06-08,34
2019-06-09,35
2019-06-10,30
2019-06-11,27
2019-06-12,39
2019-06-13,33
2019-06-14,32
2019-06-15,39
2019-06-16,39
2019-06-17,36
2019-06-18,37
2019-06-19,34
2019-06-20,47
2019-06-21,79
2019-06-22,62
2019-06-23,73
2019-06-24,55
2019-06-25,59
2019-06-26,45
2019-06-27,45
2019-06-28,43
2019-06-29,32
2019-06-30,53
2019-07-01,16
2019-07-02,21
2019-07-03,14
2019-07-04,22
2019-07-05,19
2019-07-06,22
2019-07-07,21
2019-07-08,16
2019-07-09,21
2019-07-10,19
2019-07-11,17
2019-07-12,22
2019-07-13,19
2019-07-14,22
2019-07-15,14
2019-07-16,17
2019-07-17,18
2019-07-18,15
2019-07-19,23
2019-07-20,20
2019-07-21,20
2019-07-22,19
2019-07-23,16
2019-07-24,15
2019-07-25,21
2019-07-26,13
2019-07-27,18
2019-07-28,20
2019-07-29,15
2019-07-30,17
2019-07-31,19
2019-08-01,14
2019-08-02,16
2019-08-03,24
2019-08-04,19
2019-08-05,19
2019-08-06,17
2019-08-07,19
2019-08-08,16
2019-08-09,16
2019-08-10,16
2019-08-11,14
2019-08-12,27
2019-08-13,15
2019-08-14,12
2019-08-15,20
2019-08-16,20
2019-08-17,19
2019-08-18,20
2019-08-19,10
2019-08-20,13
2019-08-21,18
2019-08-22,15
2019-08-23,17
2019-08-24,19
2019-08-25,15
2019-08-26,19
2019-08-27,17
2019-08-28,16
2019-08-29,19
2019-08-30,12
2019-08-31,17
2019-09-01,29
2019-09-02,32
2019-09-03,20
2019-09-04,12
2019-09-05,12
2019-09-06,19
2019-09-07,19
2019-09-08,18
2019-09-09,11
2019-09-10,14
2019-09-11,10
2019-09-12,10
2019-09-13,16
2019-09-14,17
2019-09-15,17
2019-09-16,16
2019-09-17,14
2019-09-18,14
2019-09-19,23
2019-09-20,17
2019-09-21,18
2019-09-22,14
2019-09-23,21
2019-09-24,16
2019-09-25,18
2019-09-26,14
2019-09-27,18
2019-09-28,15
2019-09-29,15
2019-09-30,16
2019-10-01,24
2019-10-02,62
2019-10-03,100
2019-10-04,85
2019-10-05,71
2019-10-06,69
2019-10-07,56
2019-10-08,70
2019-10-09,61
2019-10-10,42
2019-10-11,44
2019-10-12,47
2019-10-13,54
2019-10-14,48
2019-10-15,34
2019-10-16,35
2019-10-17,28
2019-10-18,38
2019-10-19,44
2019-10-20,68
2019-10-21,45
2019-10-22,34
2019-10-23,35
2019-10-24,37
2019-10-25,38
2019-10-26,34
2019-10-27,36
2019-10-28,35
2019-10-29,32
2019-10-30,38
2019-10-31,34
2019-11-01,29
2019-11-02,41
2019-11-03,38
2019-11-04,31
2019-11-05,33
2019-11-06,33
2019-11-07,30
2019-11-08,33
2019-11-09,35
2019-11-10,44
2019-11-11,35
2019-11-12,28
2019-11-13,25
2019-11-14,30
2019-11-15,34
2019-11-16,34
2019-11-17,34
2019-11-18,29
2019-11-19,26
2019-11-20,37
2019-11-21,33
2019-11-22,34
2019-11-23,39
2019-11-24,38
2019-11-25,37
2019-11-26,34
2019-11-27,32
2019-11-28,32
2019-11-29,42
2019-11-30,47
2019-12-01,48
2019-12-02,30
2019-12-03,33
2019-12-04,45
2019-12-05,42
2019-12-06,35
2019-12-07,32
2019-12-08,39
2019-12-09,30
2019-12-10,28
2019-12-11,35
2019-12-12,31
2019-12-13,34
2019-12-14,39
2019-12-15,36
2019-12-16,35
2019-12-17,27
2019-12-18,29
2019-12-19,31
2019-12-20,30
2019-12-21,36
2019-12-22,42
2019-12-23,30
2019-12-24,49
2019-12-25,67
2019-12-26,53
2019-12-27,49
2019-12-28,50
2019-12-29,42
2019-12-30,40
2019-12-31,41
